SMILES,1A2,2C9,2C19,2D6,3A4
C=C1C(O)[C@]23C[C@@]1(O)CCC2[C@]1(C=O)CCC[C@](C)(C(=O)O)C1C3C(=O)O,0.0,0.0,0.0,0.0,0.0
CO[C@]1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CC[C@@]5(C)C4CC[C@@]3(C)C2C1C,0.0,0.0,0.0,0.0,0.0
COC(=O)c1c(O)cccc1OC/C=C/c1cccc(-c2onc(C(=O)O)c2CO)c1,,,,,0.0
O=C(O)c1ccc2c(c1)C(=O)N([C@H](Cc1ccc(O)cc1)C(=O)O)C2=O,,,,,0.0
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,0.0,,,1.0
Cc1cc(/N=N/c2ccccc2C(=O)O)cc(C)c1O,,,,,0.0
O=C(C[C@H]1Sc2ccccc2NC1=O)NO,0.0,,,,0.0
O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,,,0.0,,
C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,,,,0.0,1.0
COc1ccc(F)cc1C[C@@](O)(C1CCOCC1)[C@@H]1CNCCO1,,,0.0,,0.0
COc1c2ccoc2cc2oc(=O)ccc12,,,,,0.0
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,,0.0,,,
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,,,,,1.0
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,,,,1.0,1.0
CCCN(CC)C(CC)C(O)=Nc1c(C)cccc1C,,0.0,,,
CC(C)(/C=C/C[C@@](C)(OC1OC(CO)C(O)C(O)C1O)C1CC[C@@]2(C)C1C(O)CC1[C@]3(C)CCC(O)C(C)(C)C3C(O)C[C@@]12C)OO,0.0,0.0,0.0,0.0,0.0
CC(=O)OC1C=C2C(CC[C@@]3(C)[C@@]2(O)CCC2Cc4c([nH]c5cc6c(cc45)CC4C6=CC(C)(C)OC4(C)C)[C@@]23C)OC1C(C)(C)O,0.0,0.0,0.0,0.0,0.0
CC1(C)CCC(CN2CCN(c3ccc(C(O)=NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4c[nH]c5nccc-5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,,,,,1.0
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,,,,,0.0
O=C(O)C1OC(Oc2c[nH]c3ccccc23)C(O)C(O)C1O,0.0,0.0,0.0,0.0,0.0
O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12,0.0,0.0,0.0,0.0,0.0
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,1.0,,,
CC1(NC=O)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,,,,,1.0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,,0.0,,,1.0
C=C1CCC(C(C)C)C2C=C(C)CCC12,0.0,0.0,0.0,0.0,0.0
CC1CCC(C(=O)N(c2cc(-c3ccccc3)sc2C(=O)O)C(C)C)CC1,,,,,0.0
COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1,,,0.0,,
CC(C)=CCC[C@@](C)(O)C1CC[C@@]2(C)C1C(O)CC1[C@]3(C)CCC(O)C(C)(C)C3CC[C@@]12C,0.0,0.0,0.0,0.0,0.0
COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,,,,0.0,
CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(O)=NCc1ccc(C(N)=NO)cc1)C1CCCCC1,,1.0,,,
CC1(C)C(O)CC[C@@]2(C)C1CC[C@@]1(C)C2C(=O)C=C2[C@@]1(C)CC[C@@]1(C)CC[C@]3(C)C[C@]21OC3=O,0.0,0.0,0.0,0.0,0.0
CC1=C(C=O)C(C)(C)C=CC1,0.0,0.0,0.0,0.0,0.0
CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,,0.0,,0.0,0.0
CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O)OCC3,,1.0,,,
CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,,,,,0.0
CN1CCN(/C=C2\N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,,,,,0.0
OC1CCCCC1,,,,,0.0
C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(=N)O,,,,,1.0
CC1CC[C@]2(OC1)OC1CC3C4C(CC[C@]3(C)C1C2C)[C@]1(C)CCC(O)C[C@@]1(O)C4C=O,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCC/C=C/C=O,0.0,0.0,0.0,0.0,0.0
C=C(C)C1CCC(C)(O)CC1,0.0,0.0,0.0,0.0,0.0
CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1C,,0.0,,,0.0
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,,,,,0.0
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,,,0.0,,
NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,,,,,0.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CC[C@@]4(C)C3CC(O)[C@@]12C,0.0,0.0,0.0,0.0,0.0
CC(C)CC(=O)C(=O)O,,0.0,,,
Oc1ccc(O)cc1,,,,,1.0
CCCCCCCCCCCCCCCCCCCCCCO,,,0.0,,
CO[C@@H](C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,,,,0.0,
O=C(CO)[C@@H](O)[C@H](O)COP(=O)(O)O,,0.0,,,0.0
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,,,,,1.0
CC(=O)NC(CS)C(=O)O,0.0,0.0,0.0,0.0,0.0
C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,,0.0,,,
C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,,,,,1.0
Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,,1.0,1.0,1.0,1.0
Cc1cc(CCCCCCCOc2ccc(C3=N[C@H](C)CO3)cc2)on1,0.0,,,,
NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CN)C(=O)O,,,,,0.0
C#CC#CC#CCCO,0.0,0.0,0.0,0.0,0.0
CC(CC[C@]1(O)OC2CC3C4CCC5=CC(OC6OC(CO)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)CC[C@]5(C)C4CC[C@]3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,0.0,0.0,0.0,0.0,0.0
CC(C)CC(c1c(O)c(C=O)c(O)c(C=O)c1O)C1CCC(C)C2=CC(C(C)(C)O)CC[C@@]21C,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(O)CCCCCC,0.0,0.0,0.0,0.0,0.0
COc1ccc(N2CCNCC2)cc1,,,,1.0,
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,0.0,,,,
NC(=O)CCC(NC(=O)C(N)Cc1ccccc1)C(=O)O,0.0,0.0,0.0,0.0,0.0
CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1ccc(N)nc1,,,,,0.0
Cc1ccccc1,1.0,0.0,,0.0,0.0
CCCCCCCCCCCCC/C=C/C(O)C(CO)NC(=O)CCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0
COc1cc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc(OC)c1OC,,,,,0.0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C,,1.0,,,
CCCCCCCCCCCC/C=C/CCC(O)C(O)CCC(O)C1CCC(CCCCCC(O)CC2=CC(C)OC2=O)O1,0.0,0.0,0.0,0.0,0.0
CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](N)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,,,,,0.0
CC(C)=CCS,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,,,,,1.0
NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,,,0.0,,
CN(C)[C@H]1C[C@@H](C(C)(C)CO)Nc2ccc([N+](=O)[O-])cc21,,,,,0.0
NC(CNC(=O)C(=O)O)C(=O)O,0.0,0.0,0.0,0.0,0.0
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,,,,0.0,0.0
COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(N=CO)c2)cc1,,1.0,1.0,1.0,
COc1cc(/C=C/C(=O)OC2C[C@]3(C)C(CC[C@@]4(C)C3CC=C3C5C(C)C(C)CC[C@@]5(C(=O)O)CC[C@@]34C)C(C)(C)C2O)ccc1O,0.0,0.0,0.0,0.0,0.0
OB1OCc2cc(F)ccc21,,,0.0,,
N=C(N)c1ccc2cccc(NC(=O)c3cccc(S(=O)(=O)OCCCO)c3)c2c1,,,,,0.0
O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,,,,0.0,
C=C1C[C@]23CC1C(O)CC2[C@]1(C)CCC(O)[C@@](C)(C(=O)O)C1C3C(=O)O,0.0,0.0,0.0,0.0,0.0
COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)C(O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,,,,,1.0
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3[C@@H]3C[C@@H](O)CN32)cc1,,,,,0.0
OC[C@H]1O[C@@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,,,,,0.0
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,,,,1.0,1.0
O=S(=O)(O)CCNC(CO)(CO)CO,,,,,0.0
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1S[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,,,,,0.0
CCCCCC(O)/C=C/C1OC1C/C=C\C/C=C\CCCC(=O)O,0.0,0.0,0.0,0.0,0.0
O=C(O)C(=O)/C=C/CC(=O)c1ccccc1,,,,0.0,
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,,,,0.0,
O=P(O)(O)/C=C/CCSc1ccccc1O,,,,,0.0
CC(=O)N[C@H]1[C@H](O)O[C@H](COS(=O)(=O)O)[C@H](O)[C@@H]1O,,,,,0.0
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1OC(C)=O,,0.0,,0.0,0.0
O=C(O)CCCCCC(=O)CCC(=O)O,,,,,0.0
CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2,,1.0,0.0,1.0,1.0
C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CCCC[C@H]4[C@H]3C(=C)C[C@]21CC,,1.0,,,
CC(SC(=O)c1cccs1)C(=O)NCC(=O)O,,,,0.0,
CCCNS(=O)(=O)N=c1nc[nH]c(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,,,1.0,,1.0
COc1cc2ncnc(Nc3cccc(SC)c3)c2cc1OC,,,,,0.0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,,1.0,,0.0,1.0
C[C@H](N)c1ccc([C@H](O)CNC(C)(C)C)cc1,,,,,0.0
C[C@@H](C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,,1.0,,0.0,0.0
O=C(O)C1=CCCNC1,,,0.0,,
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,,0.0,,0.0,1.0
N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,,0.0,,,
CNC(=O)NS(=O)(=O)c1ccc(CCNC(=O)c2cnc(C)cn2)cc1,,1.0,,,
CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1,0.0,0.0,,,0.0
CC1(C)O[C@]2(C)CC[C@H]1CC2,,,,,1.0
O=C(O)[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,,,0.0,,
COc1cc(C[C@@](O)(C(=O)O)C(O)C(=O)O)ccc1O,0.0,0.0,0.0,0.0,0.0
CC(C)(C(=O)O)C1CC[C@@]23CC(CCC2[C@]1(C)CC(=O)O)[C@]1(C)OC13,0.0,0.0,0.0,0.0,0.0
Nc1ncnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]nc12,0.0,,,,
CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2,0.0,,,,0.0
c1nc(N2CCOCC2)c2nc[nH]c2n1,,,,,0.0
O=C1C=C2CN([C@@H](C(=O)C3CC3)c3ccccc3F)CC[C@H]2S1,,1.0,1.0,1.0,1.0
O=C(COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,,,0.0,,
CC1=C(C(C)CO)C[C@@]2(O)[C@]3(C)CC(=O)O[C@]4(C(O)C(C)CC[C@@]34O)[C@@]12O,0.0,0.0,0.0,0.0,0.0
N=C(N)NCCCC(NC(=O)C(N)CO)C(=O)O,0.0,0.0,0.0,0.0,0.0
CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(N)c2)n1,,,,,0.0
CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,1.0,1.0,,1.0,1.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,0.0,,0.0,0.0
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,,,,,1.0
O=P(O)(O)C(O)(COc1cccc(-c2cccc(-c3ccccc3)c2)c1)P(=O)(O)O,0.0,,,,
C[C@]12CCC3C(C(O)C=C4CC(O)CC[C@@]43C)C1CCC2=O,0.0,0.0,0.0,0.0,0.0
CCCCCCCCC1CC(C(=O)O)C(=O)O1,0.0,0.0,0.0,0.0,0.0
Cc1cccc2c1C(=O)N(c1cc(-c3ccccc3)ccc1O)C2=O,0.0,,,,
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,,,,1.0,1.0
CCCCC[C@@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC=C=CCCC(=O)OC,0.0,,0.0,,0.0
O=[N+]([O-])c1ccc(N=C(O)c2cc(Cl)ccc2O)c(Cl)c1,,1.0,,,
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,,1.0,,0.0,0.0
COc1ccc2c(c1)c(CC(=O)NCC(O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,,,1.0,1.0,1.0
O=CC[C@@H](O)[C@H](O)[C@H](O)CO,,0.0,,,0.0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,,,,,1.0
CNCCCC1c2ccccc2C=Cc2ccccc21,,,,1.0,
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)O)C(=O)O,,0.0,,,
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1.0,1.0,1.0,1.0,1.0
O=c1ccc(Cc2ccc(Cl)c(Oc3ccccc3)c2F)n[nH]1,0.0,,,,
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.0,0.0,,0.0,0.0
OC[C@H]1O[C@@]2(CC(c3ccccc3)=NO2)[C@H](O)[C@@H](O)[C@@H]1O,,,,,0.0
CC(=O)CC(c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O,0.0,0.0,0.0,0.0,0.0
CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,,,,,0.0
O=C(O)CCCCO/N=C(/c1cccnc1)c1cccc(C(F)(F)F)c1,,,,0.0,
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,,1.0,1.0,,1.0
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](N=C(O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,,,,,1.0
CCCc1ccccc1N,,,,,0.0
CNCCC(Oc1ccccc1C)c1ccccc1,,,,1.0,
O=C(Nc1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1)C1CC1,,,,0.0,
[N:1]1([C@@H:5]([c:9]2[cH:12][cH:16][cH:21][cH:18][cH:14]2)[c:10]2[cH:13][cH:17][cH:22][cH:19][cH:15]2)[CH2:3][CH2:6][N:2]([CH2:8]/[CH:11]=[CH:20]/[c:23]2[cH:24][cH:26][cH:28][cH:27][cH:25]2)[CH2:7][CH2:4]1,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCC[C@@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,,0.0,,0.0,1.0
CCCC(C)C1(CC)C(O)=NC(=S)N=C1O,,,1.0,,
C=CC1CO1,,1.0,,,
CN1[C@H]2CC[C@@H]1CC(=O)C2,,,,,0.0
Nc1ccn(C2OC(CO)C3OP(=O)(O)OC32)c(=O)n1,0.0,0.0,0.0,0.0,0.0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,,0.0,1.0,1.0,1.0
CN1CCCN=C1/C=C\c1cccs1,,1.0,,1.0,0.0
COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,,,,,0.0
CCCCCCC/C=C/C=C/C=O,0.0,0.0,0.0,0.0,0.0
O=C1CN(/N=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,,0.0,,0.0,1.0
O=C(O)C1=C/C(=C/C=N/C(Cc2ccc(O)cc2)C(=O)O)CC(C(=O)O)N1,0.0,0.0,0.0,0.0,0.0
C=C1C2CCC(C2)[C@@]1(C)CCC=C(C)C,0.0,0.0,0.0,0.0,0.0
CN=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,,,,1.0,1.0
CC(C)C1=C2C3CC=C4C(O)[C@@]5(O)COC6OC(C4[C@@]6(O)C5O)[C@@]3(C)CC[C@]2(C)CC1,0.0,0.0,0.0,0.0,0.0
O=C(Nc1ccc(Cl)cc1)c1cc2ccccc2cc1OP(=O)(O)O,0.0,,,,
CN1C(=C(O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,,1.0,,,
CC(C)[C@@H](c1ccc(Br)cc1)c1c(O)c2ccccc2oc1=O,,,0.0,,
CN[C@@H](C)[C@@H](O)c1ccccc1,,,,1.0,
CC(C)C1=CC(=O)[C@]2(C)C[C@@]3(O)O[C@@]4(C(=O)[C@@]13C)C(O)C(C)CC[C@]42O,0.0,0.0,0.0,0.0,0.0
CCc1occc(=O)c1O,0.0,0.0,0.0,0.0,0.0
Cn1cc(C(=O)Cc2ccccc2)cc1/C=C/C(=O)NO,,,,,0.0
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(O)=Nc1ccc(C#N)c(C(F)(F)F)c1,,,,,1.0
C[C@]12CCC3C(CC=C4CC(O)CC[C@@]43C)C1CCC2=O,0.0,0.0,0.0,0.0,0.0
CN1C(=O)C[C@@H](c2ccccc2)C1=O,,0.0,,0.0,0.0
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,,1.0,,0.0,0.0
C=C1CCC2CC=C(C#CC#CCC3OC3CCCCCCC)O[C@@]2(C)CCC2C1CC2(C)C,0.0,0.0,0.0,0.0,0.0
S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,,0.0,,,
CN(C)CCCOc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1,0.0,,0.0,,
NCCc1c[nH]c2ccccc12,,,,1.0,
O=C(CN1C(=O)[C@@H](NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NCCO,0.0,,,,
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O,,,,,0.0
Clc1ccc(Cl)c(Cl)c1,1.0,,,1.0,1.0
Cc1cccc(-n2cnc3cc(N)ccc32)c1,,,,,0.0
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,,,,0.0,
C=CCc1cccc(C)c1O,,,,,0.0
C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(O)C(C)=O,,,,,1.0
C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,,,,,0.0
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0.0,0.0,,0.0,1.0
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,,0.0,0.0,0.0,1.0
CC1C(O)C[C@]2(C)C(O)C[C@]3(C)C(=CCC4[C@]5(C)CCC(O)C(C)(C)C5CC[C@@]43C)C2C1C,0.0,0.0,0.0,0.0,0.0
CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2,,,,,0.0
O=C1CN2C(=O)CCC2N1,,,,,0.0
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O,,,,,0.0
O=C(O)c1cc(/N=N\c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,,0.0,,0.0,0.0
N=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(O)n1,,,,,0.0
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,,,1.0,1.0
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3C1CCC2=O,1.0,1.0,1.0,1.0,1.0
COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,,,,,1.0
CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,,,,0.0,
CC(C)(C(=O)c1cccnc1)c1cccnc1,,0.0,,0.0,0.0
FC(F)(F)COCC(F)(F)F,,,,,0.0
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,,,,1.0,
CCOc1c(Cl)cc(N2CCCCC2)cc1NC(=O)c1cc(C)c(OCCN)c(C)c1,,0.0,,,
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O,0.0,0.0,0.0,0.0,0.0
COc1cc(-c2cccc(N)c2)c2oc(NS(=O)(=O)c3cc(Cl)ccc3Cl)nc2c1,,,,0.0,0.0
N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O,,,,,0.0
O=NN(CCCl)C(=O)NC1[C@@H](O)CCC[C@H]1O,,,,,0.0
CN(CC[C@H](O)C(=O)c1cccnc1)N=O,,,,,1.0
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,,0.0,,0.0,0.0
CNC(=O)O/N=C(\C)SC,,0.0,,0.0,0.0
Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,,0.0,,,
CO[C@@H](Cc1ccc(OCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,,0.0,,,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,,1.0,1.0,,1.0
O=C(O)C(Cc1ccccc1)NC(=O)C1CCCN1,0.0,0.0,0.0,0.0,0.0
Cc1ccc(Oc2ccccc2-c2csc(N=C3NCCCN3)n2)c(C)c1,,,0.0,,0.0
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,,,,,0.0
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,1.0,1.0,,1.0
Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1,0.0,0.0,0.0,0.0,0.0
C=C(C)C1CCC(C)C(OC(C)=O)C1,0.0,0.0,0.0,0.0,0.0
Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,,,,,0.0
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,,,,1.0,1.0
CC(C)(C)c1onc(OCP(=O)(O)O)c1C[C@H](N)C(=O)O,,,0.0,,0.0
Cc1ccc(Sc2ccccc2C2CCNCC2)cc1,,,,,0.0
N=C(N)N/N=C/c1c(Cl)cccc1Cl,1.0,,,,
C=C(CO)C1CC[C@]2(C)CC[C@]3(C)C(=CCC4[C@]5(C)C=CC(=O)C(C)(C)C5CC[C@]43C)C12,0.0,0.0,0.0,0.0,0.0
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,,0.0,,,
N=C(N)c1ccc(O[C@@H]2CO[C@@H]3[C@@H](Oc4cccc(C(=N)N)c4)CO[C@H]23)cc1,,,,,0.0
CCCCN(C)N=O,1.0,1.0,1.0,1.0,1.0
COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@](C)(CC[C@@]4(O)C(C)(C)C=CC(=O)[C@@]42C)O3)cc2c1OCO2,,1.0,,1.0,1.0
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,,0.0,0.0,0.0,1.0
